country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,07/07/2020,-9,1,,-45,-35,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,08/07/2020,-17,0,,-42,-33,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,09/07/2020,-15,1,,-27,-34,10
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,10/07/2020,-22,-1,,-37,-34,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,11/07/2020,-31,2,,-5,-3,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,12/07/2020,-28,-1,,-13,2,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,13/07/2020,-8,3,,-36,-34,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,14/07/2020,-11,-4,,-41,-36,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,15/07/2020,-11,1,,-29,-34,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,16/07/2020,-10,1,,-28,-33,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,17/07/2020,-19,-1,,-33,-35,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,18/07/2020,-27,5,,-17,-1,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,19/07/2020,-27,0,,-12,2,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,20/07/2020,-10,3,,-35,-36,6
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,21/07/2020,-11,-2,,-33,-36,6
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,22/07/2020,-16,2,,-37,-35,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,23/07/2020,-12,2,,-30,-34,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,24/07/2020,-18,-3,,-31,-34,10
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,25/07/2020,-24,1,,-18,-3,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,26/07/2020,-24,-7,,-27,2,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,27/07/2020,-7,0,,-45,-36,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,28/07/2020,-7,-3,,-34,-36,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,29/07/2020,-12,1,,-34,-37,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,30/07/2020,-7,1,,-28,-37,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,31/07/2020,-15,-4,,-25,-38,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,01/08/2020,-25,-7,,7,-4,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,02/08/2020,-23,-10,,-8,3,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,03/08/2020,-16,-11,,-35,-70,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,04/08/2020,-3,-1,,-26,-38,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,05/08/2020,-12,-1,,-31,-37,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,06/08/2020,-10,-4,,-20,-37,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,07/08/2020,-16,-6,,-26,-36,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,08/08/2020,-41,-10,,-24,-7,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,09/08/2020,-43,-15,,-31,-4,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,10/08/2020,-24,-11,,-47,-41,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,11/08/2020,-21,-15,,-45,-39,10
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,12/08/2020,-28,-7,,-38,-39,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,13/08/2020,-23,-3,,-36,-39,12
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,14/08/2020,-29,-7,,-45,-38,12
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,15/08/2020,-38,-5,,-26,-9,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,16/08/2020,-39,-10,,-36,3,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,17/08/2020,,,,,-38,12
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,18/08/2020,,,,,-36,10
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,19/08/2020,,,,,-37,12
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,20/08/2020,,,,,-38,13
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,21/08/2020,,,,,-36,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,24/08/2020,,,,,-35,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,25/08/2020,,,,,-37,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,26/08/2020,,,,,-33,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,27/08/2020,,,,,-34,10
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,28/08/2020,,,,,-33,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,31/08/2020,,,,,-33,6
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,01/09/2020,,,,,-32,6
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,02/09/2020,,,,,-33,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,03/09/2020,,,,,-32,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,04/09/2020,,,,,-30,6
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,07/09/2020,,,,,-33,5
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,08/09/2020,,,,,-32,5
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,09/09/2020,,,,,-29,5
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,10/09/2020,,,,,-30,4
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,11/09/2020,-15,1,,-19,-29,3
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,12/09/2020,-21,1,,-3,-2,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,13/09/2020,-21,2,,-4,4,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,14/09/2020,-15,2,,-23,-24,2
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,15/09/2020,-9,2,,-25,-23,2
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,16/09/2020,-16,4,,-23,-24,3
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,17/09/2020,-14,2,,-20,-25,3
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,18/09/2020,-16,-1,,-24,-23,3
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,19/09/2020,-23,0,,-18,-4,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,20/09/2020,-19,1,,-7,2,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,21/09/2020,-9,2,,-33,-23,2
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,22/09/2020,-14,-4,,-35,-22,4
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,23/09/2020,-15,4,,-30,-21,5
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,24/09/2020,-12,3,,-27,-21,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,25/09/2020,-13,5,,-29,-20,5
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,26/09/2020,-18,4,,-17,1,1
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,27/09/2020,-17,2,,-9,1,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,28/09/2020,-8,4,,-35,-23,5
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,29/09/2020,-11,-2,,-33,-20,5
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,30/09/2020,-17,3,,-33,-20,5
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,01/10/2020,-11,4,,-24,-20,4
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,02/10/2020,-13,3,,-26,-18,3
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,03/10/2020,-16,7,,-16,-2,0
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,04/10/2020,-30,-7,,-36,-9,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,05/10/2020,-5,6,,-35,-20,3
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,06/10/2020,-2,3,,-31,-18,2
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,07/10/2020,-24,4,,-32,-20,6
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,08/10/2020,-21,3,,-30,-19,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,09/10/2020,-24,2,,-36,-19,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,10/10/2020,-31,6,,-36,-6,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,11/10/2020,-32,3,,-28,-7,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,12/10/2020,-21,1,,-34,-20,6
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,13/10/2020,-23,-2,,-34,-21,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,14/10/2020,-26,0,,-32,-21,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,15/10/2020,-22,5,,-26,-20,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,16/10/2020,-26,0,,-38,-19,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,17/10/2020,-30,3,,-42,-9,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,18/10/2020,-33,1,,-39,-10,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,19/10/2020,-12,2,,-46,-19,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,20/10/2020,-6,5,,-38,-19,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,21/10/2020,-3,17,,-29,-16,6
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,22/10/2020,-40,2,,-32,-25,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,23/10/2020,-43,-1,,-40,-25,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,24/10/2020,-52,-2,,-45,-25,12
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,25/10/2020,-51,-4,,-55,-23,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,26/10/2020,-47,-12,,-65,-75,24
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,27/10/2020,-36,0,,-47,-42,13
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,28/10/2020,-39,-3,,-48,-40,14
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,29/10/2020,-40,-4,,-46,-41,15
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,30/10/2020,-38,0,,-49,-42,14
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,31/10/2020,-52,-2,,-47,-21,10
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,01/11/2020,-58,-18,,-52,-22,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,02/11/2020,-35,-5,,-44,-24,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,03/11/2020,-32,1,,-38,-23,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,04/11/2020,-36,-1,,-36,-22,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,05/11/2020,-36,1,,-33,-22,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,06/11/2020,-38,2,,-39,-21,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,07/11/2020,-44,2,,-38,-16,10
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,08/11/2020,-47,-4,,-55,-17,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,09/11/2020,-34,-2,,-41,-20,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,10/11/2020,-34,-4,,-48,-20,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,11/11/2020,-39,-2,,-45,-21,12
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,12/11/2020,-36,0,,-31,-21,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,13/11/2020,-35,3,,-33,-22,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,14/11/2020,-44,3,,-52,-17,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,15/11/2020,-48,-7,,-51,-19,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,16/11/2020,-35,-3,,-39,-20,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,17/11/2020,-30,-3,,-37,-20,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,18/11/2020,-33,0,,-34,-21,10
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,19/11/2020,-32,3,,-33,-20,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,20/11/2020,-34,5,,-32,-21,11
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,21/11/2020,-40,2,,-41,-14,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,22/11/2020,-40,-1,,-42,-17,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,23/11/2020,-30,-3,,-41,-19,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,24/11/2020,-30,-2,,-42,-20,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,25/11/2020,-30,4,,-33,-19,9
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,26/11/2020,-27,5,,-28,-21,10
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,27/11/2020,-27,12,,-34,-22,10
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,28/11/2020,-41,0,,-38,-15,10
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,29/11/2020,-39,-3,,-46,-13,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,30/11/2020,-26,2,,-39,-19,8
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,01/12/2020,2,22,,-35,-15,6
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,02/12/2020,-10,23,,-29,-14,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,03/12/2020,-11,19,,-27,-15,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,04/12/2020,-16,14,,-29,-15,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,05/12/2020,-18,21,,-25,-1,4
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,06/12/2020,-15,16,,-28,1,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,07/12/2020,-3,18,,-35,-19,6
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,08/12/2020,-4,18,,-38,-16,5
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,09/12/2020,-13,14,,-32,-14,6
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,10/12/2020,-7,17,,-22,-16,6
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,11/12/2020,-13,17,,-30,-17,5
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,12/12/2020,-18,22,,-17,1,2
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,13/12/2020,-17,13,,-30,-1,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,14/12/2020,-1,24,,-29,-17,4
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,15/12/2020,0,18,,-32,-15,4
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,16/12/2020,-6,25,,-33,-15,5
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,17/12/2020,-1,25,,-26,-16,6
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,18/12/2020,-7,21,,-28,-17,5
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,19/12/2020,-17,27,,-16,-2,1
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,20/12/2020,-2,31,,-18,7,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,21/12/2020,23,51,,-34,-23,4
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,22/12/2020,39,63,,-31,-27,3
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,23/12/2020,43,98,,-22,-43,7
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,24/12/2020,0,55,,-32,-64,15
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,25/12/2020,-94,-94,,-78,-84,27
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,26/12/2020,-82,-63,,-65,-52,13
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,27/12/2020,-50,-13,,-40,-21,
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,28/12/2020,-30,3,,-61,-75,23
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,29/12/2020,-21,7,,-56,-66,20
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,30/12/2020,-15,29,,-51,-64,20
IE,Ireland,Laois,,,IE-LS,,ChIJ6Rl2UhkOXUgRUAGA8azHABg,31/12/2020,-25,22,,-58,-68,23
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,15/02/2020,-1,2,,,0,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,16/02/2020,-2,-10,,,,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,17/02/2020,2,8,,,-7,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,18/02/2020,5,-2,,,-6,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,19/02/2020,0,1,,,-10,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,20/02/2020,8,3,,,-19,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,21/02/2020,3,-3,,,-19,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,22/02/2020,2,8,,,-2,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,23/02/2020,12,-9,,,,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,24/02/2020,-9,5,,,5,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,25/02/2020,-9,5,,,6,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,26/02/2020,-4,0,,,3,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,27/02/2020,-1,5,,,-1,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,28/02/2020,3,3,,,1,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,29/02/2020,-7,-1,,,4,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,01/03/2020,-6,-3,,,,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,02/03/2020,-3,7,,,4,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,03/03/2020,6,8,,,6,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,04/03/2020,7,9,,,3,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,05/03/2020,3,9,,,3,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,06/03/2020,9,5,,,3,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,07/03/2020,6,10,,,-2,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,08/03/2020,17,4,,,,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,09/03/2020,-12,2,,,-1,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,10/03/2020,1,11,,,5,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,11/03/2020,-6,14,,,2,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,12/03/2020,-12,34,,,-1,
IE,Ireland,Leitrim,,,IE-LM,,ChIJdeoGgpOKXkgRYAGA8azHABg,13/03/2020,-16,16,,,-20,
